name,rating,review_count,price,categories,address,latitude,longitude,phone,url,parking_available
"Thompson, Hayden and Reynolds Steakhouse",3.4,948,$$$,"Thai, Mexican, Italian","91759 Michael Pines Suite 366, Minneapolis, MN 98746",44.967626,-93.259059,503-770-5550,https://james.com/,Yes
Williams-Jackson Grill,4.2,636,$$$,Seafood,"4188 Ramos Locks, Minneapolis, MN 53747",44.979209,-93.209106,(661)229-9375x03836,http://www.wallace-holder.com/,No
Wood-Thompson Steakhouse,2.7,211,$,French,"6025 Rivers Field, Minneapolis, MN 49437",44.907916,-93.295608,242-330-7172,http://www.howard.biz/,No
Yates Ltd Steakhouse,3.6,247,$$$$,Seafood,"720 Erika Shoals Suite 150, Minneapolis, MN 47250",44.989658,-93.293509,(613)353-0870x66592,http://garcia.com/,No
Hanna-Wallace Bistro,4.2,385,$,"Italian, Vegan","3671 Barnes Crossing, Minneapolis, MN 18150",45.01354,-93.233903,(325)802-2088,https://www.chavez.biz/,No
Chapman-Johnson Steakhouse,3.4,488,$$$$,"Vegan, French, Mexican","425 Johns Trail, Minneapolis, MN 12094",44.971972,-93.240005,001-386-274-5698x74951,http://www.carter.com/,Yes
Smith-Sanders Cafe,4.6,643,$$,Indian,"46234 Ford Streets, Minneapolis, MN 78163",44.940694,-93.274617,(515)396-3285x52884,https://www.hall-parker.com/,Yes
"Miller, Pennington and Young Steakhouse",4.1,499,$$,Italian,"096 Lori Roads, Minneapolis, MN 68354",44.92242,-93.282683,001-614-888-9709,https://hansen-rivera.net/,No
"Burke, Smith and Ward Grill",3.8,186,$$,"Indian, Mexican","92683 Morgan Ports Suite 334, Minneapolis, MN 57904",44.972015,-93.30344,208.648.1981x995,https://lopez.com/,No
Miller PLC Kitchen,3.0,850,$$,"Indian, Seafood, French","48529 Courtney Roads Suite 093, Minneapolis, MN 61703",44.907122,-93.347887,(234)867-7208x664,http://www.howard-simmons.com/,Yes
Jones Inc Grill,3.6,384,$,"American, Italian","143 Victoria Haven Apt. 639, Minneapolis, MN 93724",45.006946,-93.275443,001-922-280-4083x751,http://becker-wright.com/,No
Brewer-Acevedo Eatery,4.7,550,$$$$,Seafood,"3548 Michele Port, Minneapolis, MN 74732",44.92446,-93.238365,(423)637-8747,https://campbell.net/,Yes
Anderson and Sons Grill,4.8,777,$,BBQ,"97995 Anthony Ville Suite 399, Minneapolis, MN 28968",45.006186,-93.241955,696-244-8614,https://johnson.org/,Yes
"Hampton, Rodriguez and Hall Diner",2.6,397,$$,Italian,"581 Young Hills Apt. 223, Minneapolis, MN 96911",44.974013,-93.307527,+1-658-900-3705x504,https://martinez.org/,No
Roberts Group Grill,3.7,183,$$,"Mexican, French","71827 Sarah Rapids Apt. 136, Minneapolis, MN 88986",45.017805,-93.348544,374.340.3022,http://www.bailey-palmer.biz/,Yes
Moore-Rodriguez Bistro,2.7,500,$,"French, Thai","569 Kenneth Park, Minneapolis, MN 62572",44.983202,-93.213784,(922)995-9647,https://www.riddle.com/,No
Wagner Ltd Grill,4.7,137,$$,Vegan,"742 Christopher Forest Suite 980, Minneapolis, MN 68494",44.933214,-93.308867,676-295-9111x5471,http://www.good-johnson.org/,No
"Harrington, Orozco and Lewis Cafe",3.8,813,$$$$,"Vegan, French, Mexican","737 Aaron Lodge Apt. 308, Minneapolis, MN 74201",44.975076,-93.243906,668.696.8722,https://www.shah-robinson.com/,No
Bell-Parrish Steakhouse,3.0,838,$,"Italian, Vegan, French","05207 Carlos Manor Apt. 286, Minneapolis, MN 46317",45.034923,-93.336168,(483)476-7015x570,http://cooper-wood.net/,No
"Davila, Conley and Jacobs Bistro",4.5,939,$$$$,"Vegan, Thai, BBQ","2091 Alexa Unions, Minneapolis, MN 05826",44.909839,-93.227745,869-536-2581x80485,http://www.joseph.com/,Yes
Vaughn and Sons Kitchen,3.4,705,$$$$,"Mexican, Vegan","5884 Williams Unions Suite 437, Minneapolis, MN 81246",44.922414,-93.245367,737-963-4805x0663,http://www.fernandez.biz/,No
Taylor Inc Steakhouse,4.5,751,$$$$,Chinese,"5516 Stephen Underpass, Minneapolis, MN 74606",44.987128,-93.336301,001-433-960-6129x45967,https://www.parker.com/,No
Fisher-Mercer Kitchen,4.3,933,$$$,Mexican,"111 Marshall Hills, Minneapolis, MN 76352",44.989582,-93.223728,826.628.1375x235,http://www.campbell.net/,Yes
Rogers-Acosta Kitchen,3.2,758,$$$$,"Italian, BBQ, Mexican","319 Anderson Mall Suite 289, Minneapolis, MN 80141",45.015324,-93.314865,001-877-871-7984x7470,https://www.cruz.org/,No
"Swanson, Black and Williams Diner",3.3,167,$$,"Thai, Chinese","41378 Wilkinson Highway, Minneapolis, MN 30992",44.953859,-93.234845,615.619.4140,https://www.jimenez.com/,No
Morrison and Sons Kitchen,4.0,371,$$,"French, Indian","76129 Smith Light Apt. 566, Minneapolis, MN 68868",44.923545,-93.343079,+1-674-463-7562x2808,https://thompson.com/,No
Lewis-Collins Eatery,3.8,465,$$$$,Italian,"468 Steve Forks Apt. 107, Minneapolis, MN 57915",44.956849,-93.306906,(366)605-4527x1388,https://stevens.com/,No
Braun Ltd Grill,3.9,251,$$$$,"Seafood, BBQ, Chinese","96945 Michael Track Apt. 899, Minneapolis, MN 42942",44.971004,-93.291607,995-448-8846x87974,http://webster.com/,Yes
Carrillo-Smith Kitchen,3.4,779,$$,"Seafood, Mexican","149 Taylor Crescent Apt. 600, Minneapolis, MN 45578",44.915014,-93.244049,001-391-756-2487x1488,https://www.klein.com/,Yes
Colon-David Eatery,2.7,186,$$,BBQ,"69722 Sullivan Common, Minneapolis, MN 16331",44.933807,-93.265511,(777)374-6610x16109,https://hill.com/,No
"Medina, Hoffman and Callahan Diner",4.9,583,$$$,Seafood,"313 Christina Ferry Apt. 138, Minneapolis, MN 31549",44.893007,-93.232673,+1-682-201-8113,http://www.decker-buckley.com/,No
"Lawson, Baker and Thomas Kitchen",3.9,168,$,"Italian, Mexican","7352 Allen Shores, Minneapolis, MN 18764",44.924875,-93.291365,(658)259-3861,http://gomez.com/,No
"Nash, Krause and Hardy Kitchen",3.5,878,$$$$,French,"337 William Parks Apt. 352, Minneapolis, MN 64610",44.905109,-93.234019,534.994.0061x9543,http://daniels-hogan.biz/,Yes
Washington-Richard Steakhouse,3.9,234,$,"Chinese, American","0322 Davis Causeway, Minneapolis, MN 77548",44.975193,-93.296585,644-373-1620x9953,https://massey-pena.com/,No
Cook-Day Diner,3.6,957,$,Italian,"0890 Scott Land Apt. 533, Minneapolis, MN 57037",44.915836,-93.221096,(430)420-1478,http://garrett.com/,Yes
Taylor-Anthony Diner,2.8,557,$$$$,"Seafood, American, Indian","96668 David Ramp Apt. 399, Minneapolis, MN 94954",44.992851,-93.252005,(433)939-6871x5274,http://douglas.com/,Yes
Williams LLC Steakhouse,4.7,157,$$$$,"Seafood, Vegan, American","722 Arthur Knolls Apt. 554, Minneapolis, MN 85119",44.985121,-93.316052,001-895-770-6702x980,http://brown-miles.info/,Yes
Greene-Horn Cafe,3.3,802,$,"Vegan, Mexican, Chinese","011 Brennan Unions Suite 935, Minneapolis, MN 40444",44.892911,-93.313574,472.722.1830x4415,https://jones-reid.com/,Yes
"Rich, Dixon and Browning Diner",3.5,966,$$$$,"Mexican, American","033 Perry Loaf Suite 450, Minneapolis, MN 14105",44.993475,-93.21044,990-427-3217x896,https://payne.com/,Yes
"Jacobs, Collins and Salazar Cafe",2.7,512,$$$$,"BBQ, Indian","830 Christensen Square, Minneapolis, MN 20088",44.952804,-93.338896,463.901.1826x249,https://www.mcknight.com/,Yes
"Miller, Howell and Little Grill",4.0,282,$$$,"Vegan, Indian","1795 Newman Manor Suite 051, Minneapolis, MN 59758",45.00313,-93.332582,9975446778,http://www.jackson.com/,Yes
Castillo-Davis Kitchen,4.9,529,$,Chinese,"472 Thompson Flat Apt. 903, Minneapolis, MN 29781",44.891578,-93.267867,347.298.1402x6174,http://mcdonald-villarreal.com/,No
Martin-Greene Kitchen,4.3,922,$$$,BBQ,"2514 Joshua Junctions, Minneapolis, MN 26698",44.906804,-93.257648,214-544-6973x56670,https://smith-chapman.info/,Yes
"Anderson, Hudson and Thompson Grill",2.7,699,$,"French, BBQ","33969 Christopher Valleys, Minneapolis, MN 65556",44.935571,-93.333131,488-935-6977x8981,https://wagner-michael.com/,No
Hood Inc Eatery,4.9,614,$$,"Indian, Mexican","64666 David Rue, Minneapolis, MN 18311",44.963433,-93.288976,5335951310,http://byrd-bonilla.org/,No
Marshall LLC Steakhouse,3.7,299,$$,Mexican,"60631 Simmons Station, Minneapolis, MN 74811",45.000634,-93.347539,5692112289,https://www.fox.net/,Yes
"Smith, Jimenez and Morgan Cafe",3.8,767,$$$,Seafood,"57166 Dawn Divide Suite 011, Minneapolis, MN 96091",44.902859,-93.216911,784.453.9993x27014,https://white-johnson.biz/,Yes
Hernandez-Blake Eatery,4.0,738,$$$,Indian,"6180 Joseph Crescent Suite 141, Minneapolis, MN 66236",44.975626,-93.213731,232-479-9145x517,https://www.smith-salas.com/,Yes
"Green, Hughes and White Cafe",5.0,826,$$,American,"377 Garcia Crest, Minneapolis, MN 71751",44.996986,-93.338541,293-388-5022,https://www.waller-morrow.biz/,No
Johnston LLC Kitchen,4.1,509,$$$$,"Italian, Vegan, Seafood","32616 Ryan Freeway, Minneapolis, MN 96437",44.930196,-93.335143,001-552-899-6470x01761,http://green.org/,Yes
Coleman Group Diner,3.4,444,$$$$,BBQ,"9791 Parker Trace, Minneapolis, MN 58128",44.96476,-93.239595,+1-550-287-9801,https://jennings.biz/,Yes
"Cox, Reyes and Berg Bistro",3.6,178,$,"Thai, Mexican, BBQ","86052 Ferrell Summit Apt. 858, Minneapolis, MN 65064",44.94126,-93.292528,+1-391-892-1638,http://nguyen-perry.biz/,Yes
Fox-Stewart Eatery,3.0,339,$$,Seafood,"0099 Jonathan Isle, Minneapolis, MN 79760",45.017602,-93.249637,4626636309,https://www.herrera-walker.com/,No
Scott-Ford Bistro,4.5,633,$$$$,Mexican,"512 Amy Hollow Apt. 727, Minneapolis, MN 60954",45.022593,-93.232527,467.919.7648,http://watson.com/,No
"Lee, Bennett and Martinez Bistro",3.4,6,$$,"Seafood, Chinese","87514 Hall Street, Minneapolis, MN 40286",44.92045,-93.285358,(733)301-5495x076,http://peters.info/,Yes
Combs Inc Diner,4.6,90,$$$,"Chinese, BBQ, American","273 Gabriel Passage Apt. 873, Minneapolis, MN 83466",44.931922,-93.241199,+1-983-550-6264,https://www.camacho.biz/,No
Willis Group Steakhouse,4.7,322,$$,Seafood,"007 Kim Fort, Minneapolis, MN 24716",44.938963,-93.319589,(486)488-7147x114,http://bates-dennis.com/,No
Smith-Crawford Kitchen,3.2,781,$$$,"Seafood, French","880 Rice View, Minneapolis, MN 11835",44.927071,-93.316854,506-232-3995,https://howard.com/,No
Stein PLC Eatery,3.0,246,$$$$,"Thai, Vegan","36316 Joseph Lakes Apt. 083, Minneapolis, MN 90062",44.922053,-93.344671,+1-856-206-5068x117,https://www.lang-miller.com/,Yes
Olson-Carrillo Steakhouse,3.7,904,$$$$,Thai,"82655 Fernando Extensions Suite 780, Minneapolis, MN 12177",45.040736,-93.344089,(680)480-8015x32043,http://www.hester-nash.com/,Yes
Thompson LLC Cafe,3.5,678,$,"Vegan, Thai","3994 Wood Ways, Minneapolis, MN 30423",44.911226,-93.235324,850.640.2542x25105,http://www.marshall.info/,Yes
"Contreras, Pratt and Perry Diner",3.1,152,$,"Italian, Chinese","188 Jordan Courts Apt. 392, Minneapolis, MN 27682",44.968503,-93.24335,931.218.4479,http://www.bailey.org/,No
Griffin-Cook Grill,3.5,908,$$$,Italian,"9026 Foster Springs Suite 558, Minneapolis, MN 20444",44.915049,-93.300912,001-925-914-3166x94201,http://mendoza.net/,Yes
Sanford Group Grill,3.6,958,$$$,"BBQ, Indian","625 Hector Islands Suite 457, Minneapolis, MN 43826",44.937503,-93.303381,566.514.1039,https://www.williams.com/,Yes
Jordan LLC Cafe,2.7,474,$$,"French, Seafood, Mexican","408 Mark Avenue, Minneapolis, MN 49056",44.97214,-93.318523,771.921.2223x19828,http://martin.org/,No
Lee Group Diner,5.0,38,$$$,"Seafood, BBQ, Thai","30662 Nelson Mill, Minneapolis, MN 15309",44.974835,-93.304894,910.539.9368x6410,http://www.miller-grant.com/,Yes
Howell Inc Cafe,3.4,556,$,"Chinese, BBQ","9371 Alison Island, Minneapolis, MN 57886",44.957455,-93.311498,313-215-0696x37750,http://hughes-stephens.com/,Yes
Brock-Boyd Grill,4.3,558,$$$,"American, Indian, BBQ","7747 Wall Island, Minneapolis, MN 12640",45.000789,-93.226011,583-533-4258x695,https://www.peters.org/,Yes
Elliott LLC Eatery,3.6,163,$$,"Chinese, American","1203 Teresa Avenue Apt. 253, Minneapolis, MN 86216",45.026948,-93.302342,9437430975,https://www.castillo.biz/,Yes
"Wilson, Sanchez and Barron Eatery",4.2,74,$,"Seafood, American","160 Melissa Coves, Minneapolis, MN 90653",44.966937,-93.241694,001-402-473-1718x05085,http://frazier.com/,Yes
"Scott, Hughes and Miller Eatery",3.4,251,$$$$,Italian,"70339 Elizabeth Knolls Suite 729, Minneapolis, MN 22640",45.032376,-93.262246,001-279-408-0487x1918,http://mason-jackson.com/,No
Carroll Ltd Cafe,3.0,386,$$$,Indian,"50936 Alicia Street Apt. 320, Minneapolis, MN 46775",45.015752,-93.302134,001-832-647-8766x11637,https://baker-holder.com/,Yes
Carroll Ltd Eatery,4.6,405,$$$$,"Chinese, Italian, American","2234 Nicole Stravenue Apt. 037, Minneapolis, MN 92972",45.023784,-93.230576,001-547-230-8675x4916,https://mendoza.info/,Yes
"Baker, Hernandez and Martinez Cafe",4.7,145,$$,"Indian, Italian, Vegan","66054 Cruz Divide Suite 693, Minneapolis, MN 18110",45.044305,-93.299022,200.669.4577x890,http://hayes-thornton.com/,Yes
"Riddle, Estes and Brown Cafe",2.8,152,$,"Mexican, Vegan","980 Erica Trace, Minneapolis, MN 98500",44.918005,-93.323649,995.651.4430x915,https://bell.net/,Yes
"Garcia, Little and Greene Kitchen",5.0,893,$$,"BBQ, French","007 Jackson Plain, Minneapolis, MN 16754",44.906016,-93.294529,(992)241-2738x60690,https://www.oneal.biz/,Yes
"Hernandez, Campos and Conley Kitchen",3.4,113,$$,"BBQ, Vegan, Thai","646 Woods Heights Apt. 235, Minneapolis, MN 98709",45.003182,-93.339433,+1-820-402-7063x7717,http://www.barber-moreno.info/,Yes
Carter LLC Cafe,3.2,188,$,"Seafood, Italian, Chinese","6859 King Loop Suite 644, Minneapolis, MN 60315",44.892718,-93.328138,368.838.5694x5716,http://flowers.biz/,No
"Smith, Green and George Eatery",2.6,282,$$$,Italian,"9034 Farmer Loaf Suite 869, Minneapolis, MN 32969",44.949356,-93.211257,608-753-7129x15093,http://www.payne.com/,No
May-Hernandez Cafe,4.2,499,$$,"Mexican, BBQ","140 Hall Spring, Minneapolis, MN 18707",44.920768,-93.212473,(970)734-6483x95882,http://www.conley.com/,Yes
"Roberts, Villanueva and Carter Diner",4.4,684,$,Thai,"96671 Cummings Drives, Minneapolis, MN 37833",44.902949,-93.209166,(488)407-8492x064,https://mcdonald-barnes.net/,Yes
"Mckenzie, Johnson and Santiago Grill",3.4,599,$$$$,"Chinese, Italian","616 Lori Alley Suite 135, Minneapolis, MN 95141",44.975976,-93.309352,001-798-432-7885,https://bennett.org/,Yes
Griffin-Tucker Steakhouse,4.5,503,$$$$,Mexican,"80616 Thomas Mews Suite 169, Minneapolis, MN 68314",44.924728,-93.270307,+1-423-469-9259x13514,http://smith-williams.info/,Yes
"Garcia, Shaffer and Walters Cafe",4.6,886,$,"Chinese, BBQ","77203 Zamora Coves, Minneapolis, MN 78543",44.916936,-93.248769,(555)619-5019,http://www.stephenson.org/,Yes
"Bryan, Anthony and Simon Diner",3.2,821,$$,"American, Chinese, Vegan","1451 Edward Center, Minneapolis, MN 04108",44.930327,-93.28364,741-419-6048,https://george-smith.com/,No
Brewer-Moore Kitchen,2.8,634,$$,"Thai, Chinese","4465 Gordon Viaduct Suite 842, Minneapolis, MN 64296",44.912757,-93.204858,001-519-457-7205,http://rhodes.net/,No
"Mora, Carroll and Ramirez Bistro",5.0,542,$,"Italian, BBQ, Indian","83124 Jeremy Forks Suite 031, Minneapolis, MN 97156",45.007081,-93.235606,791-761-2311,http://www.moore-young.com/,Yes
Garrett-Wells Grill,4.8,483,$$$$,"BBQ, Thai, Seafood","9382 Solomon Ranch Apt. 069, Minneapolis, MN 64505",45.003528,-93.317398,202-755-5252x7387,https://www.watson.com/,No
Tate-Morrison Bistro,3.8,816,$,Vegan,"99945 Cross Stravenue, Minneapolis, MN 72419",45.034367,-93.208035,(933)399-8630x68018,https://www.williams.com/,Yes
"Price, Collins and Price Grill",3.3,274,$$,Italian,"1362 Rebecca Ford Apt. 421, Minneapolis, MN 92676",44.929815,-93.327513,+1-497-550-7671x367,https://www.moon-perez.com/,Yes
Walsh-Tran Steakhouse,4.1,199,$$$$,"Italian, Chinese","80739 Lyons Ways, Minneapolis, MN 62395",44.904069,-93.300636,001-586-266-0650x50192,https://clark.com/,Yes
Patel LLC Cafe,4.9,817,$$$$,"French, Thai","169 Elizabeth Landing Suite 933, Minneapolis, MN 93120",44.992143,-93.293937,3282901300,https://www.krause.org/,Yes
"Baker, Phillips and Shaffer Cafe",4.1,624,$$$$,Mexican,"65581 Lopez Vista Suite 597, Minneapolis, MN 24197",44.987926,-93.274625,(912)274-2609x7179,https://ferguson.com/,No
Hall-Franklin Kitchen,3.8,207,$$$,"American, Thai","4723 Alan Estate, Minneapolis, MN 98307",45.044122,-93.245865,912-897-1718x809,http://hartman.com/,Yes
"Cook, Cabrera and Stark Bistro",4.5,862,$$$$,"Seafood, Chinese","9099 Amber Overpass, Minneapolis, MN 24525",44.917422,-93.247368,001-946-233-2427x8414,https://davis-buckley.com/,No
Oneill-Smith Steakhouse,4.1,497,$$$$,"Chinese, American, French","3335 Patrick Prairie, Minneapolis, MN 92167",45.040038,-93.230365,813-729-9776,https://dickerson.com/,No
Montes-Hall Steakhouse,4.1,983,$$$$,"French, Thai","85838 Joshua Villages Suite 222, Minneapolis, MN 99322",44.923815,-93.311119,369.303.4611,http://rowe.com/,Yes
Torres LLC Bistro,4.4,815,$$$,Seafood,"9645 Gutierrez Union, Minneapolis, MN 96592",44.933392,-93.236048,(806)871-0575,http://payne-morris.net/,Yes
"Austin, Brady and Thompson Kitchen",2.8,72,$,"Mexican, American","8967 Amy Green, Minneapolis, MN 17138",45.042641,-93.342237,001-344-858-6548,http://www.moss.net/,No
"Lee, Klein and Sharp Steakhouse",3.2,839,$,"Mexican, Seafood, Vegan","1985 Paula Inlet Apt. 173, Minneapolis, MN 85096",45.047434,-93.220871,+1-664-543-5402,http://howe.org/,Yes
Stanley Inc Bistro,2.9,275,$,"Seafood, Vegan, French","4468 Matthew Court Apt. 229, Minneapolis, MN 73319",44.98861,-93.306638,877-552-3376,https://www.daniels.com/,Yes
"Flores, Wolfe and Weber Cafe",2.6,172,$$$$,"American, Mexican","6547 Murphy Greens, Minneapolis, MN 37206",44.947882,-93.302687,7586223192,http://garrett-nguyen.com/,No
"Krueger, Martin and Blake Grill",4.2,413,$$$$,"BBQ, Vegan","06298 Jose Fort Apt. 773, Minneapolis, MN 77254",45.012581,-93.217544,(233)706-4432x6758,http://porter.com/,No
"Pruitt, Lopez and Fisher Diner",3.6,340,$,"Chinese, Italian, French","38339 Wiley Manor Suite 291, Minneapolis, MN 95732",45.035392,-93.285064,432.852.0660x8975,http://ingram.com/,Yes
Wilkins-Carlson Kitchen,3.0,822,$$,BBQ,"37458 Brown Junctions, Minneapolis, MN 72677",44.990208,-93.233098,933-928-7799,https://johnson.net/,No
"Winters, Jones and Dennis Grill",4.1,221,$,"BBQ, French, Vegan","413 Veronica Courts, Minneapolis, MN 69318",44.996064,-93.222156,684-616-8513x937,http://www.olson.com/,No
Murphy-Phillips Grill,4.2,555,$$$,"French, Thai, Chinese","91800 Scott Forks, Minneapolis, MN 28354",44.935427,-93.246424,+1-415-884-8707x44042,https://www.cantu.info/,Yes
Williams-Hughes Bistro,2.9,623,$$$,"BBQ, French, Mexican","785 Boyd Summit, Minneapolis, MN 70517",44.898625,-93.273709,787.666.4470x558,https://griffin.com/,Yes
"Colon, Tapia and Mckee Bistro",2.8,159,$$$,Vegan,"566 Anderson Ramp Suite 232, Minneapolis, MN 32224",44.972067,-93.320681,449.824.9786x939,https://robinson.com/,No
Sanchez and Sons Grill,2.7,907,$$$,"Vegan, Chinese","8231 Daniel Drives Suite 822, Minneapolis, MN 12214",45.02976,-93.201588,(704)283-4813,http://chandler.com/,No
Reynolds-Ellison Grill,3.8,902,$,"BBQ, Seafood, Mexican","4664 Shane Prairie Suite 094, Minneapolis, MN 02915",44.996671,-93.309188,809-967-8068x199,http://www.perez.info/,Yes
Wilson Ltd Grill,2.8,760,$$,French,"0334 Gray Centers, Minneapolis, MN 58792",45.016675,-93.20237,774-364-1627,http://www.brown-west.com/,Yes
"Hernandez, Jones and West Cafe",2.9,245,$$$$,"Italian, American","15179 Nathan Locks, Minneapolis, MN 52760",45.025586,-93.222855,+1-613-708-2990x801,http://www.stephens.org/,No
Berg Inc Grill,3.1,505,$,Thai,"98099 Kayla Skyway Suite 007, Minneapolis, MN 90294",45.032503,-93.349256,+1-922-974-9870x9921,http://williamson.com/,No
Nichols Ltd Steakhouse,4.2,347,$,"Indian, Mexican, Chinese","3099 Elliott Dam Suite 961, Minneapolis, MN 80282",44.987901,-93.225287,+1-416-565-4447x97356,http://www.ross.com/,Yes
Washington LLC Diner,3.4,896,$$,"Mexican, Chinese, Italian","3397 Michael Fords, Minneapolis, MN 76046",44.99037,-93.209022,001-506-912-8615x178,https://www.austin.com/,No
"Suarez, Morrow and Bowers Grill",4.0,284,$$$$,French,"2246 Tony Village Suite 955, Minneapolis, MN 58638",45.028433,-93.347073,886.683.3070,https://morgan-cook.com/,No
"Harris, Harper and Stewart Diner",3.0,199,$,"Thai, Mexican","255 Jennifer Ferry Apt. 564, Minneapolis, MN 48473",45.034854,-93.211459,+1-698-828-5977x2530,http://burns-burgess.net/,No
"Salas, Martinez and Wilson Steakhouse",2.9,962,$$$,"American, French","673 George Loop Suite 561, Minneapolis, MN 23763",45.000143,-93.241889,282.867.3339x59641,https://dominguez.com/,Yes
"Hess, Morgan and Matthews Kitchen",5.0,358,$$$$,BBQ,"386 Campbell Drive Suite 390, Minneapolis, MN 13451",45.043674,-93.241881,(792)553-7599x617,https://www.patton.net/,Yes
"Long, Robertson and Griffith Steakhouse",4.2,22,$$,"BBQ, Italian, French","29739 Anthony Motorway Apt. 573, Minneapolis, MN 53732",45.043273,-93.258951,311-327-2898x884,http://www.crawford.org/,Yes
"Horton, Chung and Kelly Cafe",2.5,975,$$$,"Vegan, Mexican, American","29006 Sanders Estates, Minneapolis, MN 11591",45.042252,-93.306401,978.860.8662x4227,http://www.campbell-russell.com/,Yes
"Peters, Marshall and Garrett Diner",3.1,662,$$$$,"Italian, Mexican, Seafood","87638 Fred Ways Apt. 251, Minneapolis, MN 04681",44.941464,-93.326779,295.226.9017x96357,http://stephens-hughes.info/,Yes
Mack-Dillon Steakhouse,4.4,496,$$,"Thai, Italian, Chinese","50461 Julie Mountains Apt. 355, Minneapolis, MN 18419",45.030917,-93.308658,(802)748-1457x097,https://gutierrez.com/,Yes
Jenkins-Daniels Grill,5.0,407,$$,Mexican,"789 Kennedy Parkways Suite 619, Minneapolis, MN 71440",44.950508,-93.246344,(742)814-4804x026,https://www.clark.com/,Yes
Barker-Delacruz Eatery,4.6,175,$$$$,"Seafood, BBQ","8103 Reyes Stream Suite 024, Minneapolis, MN 52008",45.045924,-93.209864,001-983-218-7130x954,http://www.vargas.biz/,Yes
Browning-Daniels Eatery,2.9,502,$$$$,"BBQ, Vegan, Seafood","0684 Tina Groves, Minneapolis, MN 35939",44.926482,-93.326338,613.222.8583,http://www.nguyen.com/,Yes
Mitchell LLC Kitchen,4.0,499,$$$$,French,"44113 Rojas Turnpike, Minneapolis, MN 59775",45.017649,-93.215986,001-210-550-2098,http://lewis-thomas.biz/,No
Rogers PLC Eatery,3.4,762,$$,Indian,"1606 Gutierrez Extension Suite 081, Minneapolis, MN 83071",45.036787,-93.222942,001-979-471-6299x11263,https://mendoza.com/,Yes
Jones Group Bistro,4.1,510,$$$,"Italian, BBQ","8471 Kelly Expressway, Minneapolis, MN 72897",45.034851,-93.25098,313-861-5348,https://gonzalez-diaz.com/,Yes
Thomas-Moore Bistro,2.7,949,$,Italian,"5677 Ronald Village Suite 759, Minneapolis, MN 49473",44.993677,-93.246069,001-609-655-1579x6057,https://lee.com/,Yes
West PLC Grill,4.5,424,$$$$,"Vegan, Indian","2643 Alexander Fields, Minneapolis, MN 73973",44.959593,-93.343734,953.398.6056x45492,http://www.hall.com/,No
Woodard-Hines Diner,2.5,164,$$,Italian,"668 Rachel Path, Minneapolis, MN 86684",44.907311,-93.256244,(667)401-4866,https://reid.com/,Yes
"Moreno, Smith and Benton Grill",3.3,693,$$,Vegan,"4735 Smith Fort Suite 067, Minneapolis, MN 15962",44.975136,-93.227131,(726)734-7868,http://www.guerra.org/,Yes
Cook Group Cafe,4.0,631,$$,"Italian, Seafood","36502 Stephen Ports Suite 876, Minneapolis, MN 34904",44.946475,-93.246882,(200)401-9237x155,http://ortiz.com/,No
"Young, Buck and Moore Steakhouse",4.1,724,$$$,"Vegan, Chinese","35233 Green Plains Suite 046, Minneapolis, MN 34677",44.933159,-93.20136,(227)778-8449x9021,http://www.bean-williams.com/,No
Smith-Brown Bistro,2.9,72,$$$,"French, Vegan","9326 Knight Junction, Minneapolis, MN 24341",45.018998,-93.348063,632-686-6116,https://hunter.com/,Yes
"Johnson, Smith and Johnson Cafe",3.5,17,$$$$,"Mexican, Indian","48705 Russell Villages, Minneapolis, MN 93863",45.000382,-93.256234,(730)684-2509x10475,http://www.smith.com/,No
Salazar Inc Bistro,2.5,259,$$,"BBQ, Mexican, American","183 Garza Keys Suite 373, Minneapolis, MN 99507",44.98516,-93.312665,444-714-0330,https://barnes.org/,Yes
"Torres, Huffman and Berry Diner",4.0,139,$$$,Italian,"7643 Bullock Union Suite 127, Minneapolis, MN 47130",44.911668,-93.232171,001-910-831-1847x13998,https://www.smith.info/,Yes
Moss-Kane Grill,4.7,325,$$,"American, Indian","4816 Washington Coves Suite 884, Minneapolis, MN 25148",44.993474,-93.250659,249.213.4750x03420,https://www.wise-medina.com/,Yes
Fischer Inc Bistro,3.1,187,$$$$,Mexican,"4023 Blackwell Spur, Minneapolis, MN 56786",44.946989,-93.221908,(579)399-1657,http://www.black-thompson.biz/,Yes
"Mills, Edwards and Harmon Kitchen",5.0,569,$,Vegan,"2602 Weaver Common, Minneapolis, MN 99735",44.968972,-93.250059,652.493.4146x5553,https://howard.com/,No
"Williams, Smith and Vincent Diner",4.4,154,$$,"Vegan, Chinese","3732 Alexis Landing Apt. 447, Minneapolis, MN 79093",44.967143,-93.239544,385.223.3469x4746,http://holmes.com/,No
"Hill, Bentley and Green Eatery",2.8,617,$,"Seafood, Vegan","6172 Collins Corners Suite 909, Minneapolis, MN 59504",44.938707,-93.216397,957.781.7352x6585,http://www.hamilton.info/,Yes
Adams-Garcia Eatery,3.2,81,$$$$,"Thai, Indian","8827 Deanna Vista Suite 953, Minneapolis, MN 67757",44.928499,-93.300256,(720)832-5373x86268,http://www.cooper.org/,Yes
Kramer Ltd Cafe,4.7,654,$$,"Italian, Indian","99684 Rebecca Haven, Minneapolis, MN 75517",45.00766,-93.237754,+1-564-479-4552x29370,http://www.scott-long.com/,No
