Restaurant Name,Rating,Review Count,Price Range,Categories,Street Address,Latitude,Longitude,Phone Number,Website URL
Erbert and Gerbert's,3.3,14,$,"Sandwiches, Soup, Salad","1780 Madison Ave, Mankato, MN 56001",44.1673,-93.95824,15073851919,https://www.yelp.com/biz/erbert-and-gerberts-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Papa Murphy's,4.3,4,N/A,Pizza,"510 South Riverfront Dr, Mankato, MN 56001",44.16421755,-94.00835687,15076255757,https://www.yelp.com/biz/papa-murphys-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Chipotle Mexican Grill,3.7,11,$,"Mexican, Fast Food","1600 Warren St, Ste 1, Mankato, MN 56001",44.14616878,-93.99393677,15073881222,https://www.yelp.com/biz/chipotle-mexican-grill-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Domino's Pizza,2.6,14,$,"Pizza, Chicken Wings, Sandwiches","814 N Riverfront Dr, Mankato, MN 56001",44.17466,-93.99639,15076253666,https://www.yelp.com/biz/dominos-pizza-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Sweet Spot,3.6,9,N/A,"Bubble Tea, Waffles, Ice Cream & Frozen Yogurt","527 S Front St, Mankato, MN 56001",44.162874,-94.006763,,https://www.yelp.com/biz/sweet-spot-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
El Jefe's Taco Truck,4.9,11,N/A,"Tacos, Food Trucks","9400 49th Ave N, Minneapolis, MN 55428",45.04415,-93.39934,16127102743,https://www.yelp.com/biz/el-jefes-taco-truck-minneapolis?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Taco John's,3.1,7,$,"Mexican, Fast Food","1040 Madison Ave, Mankato, MN 56001",44.16711,-93.97959217,15073868226,https://www.yelp.com/biz/taco-johns-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Wakai's Asian Fusion,3,18,N/A,"Asian Fusion, Chinese, Thai","1600 Warren St, Mankato, MN 56001",44.14606,-93.99386,15077200095,https://www.yelp.com/biz/wakais-asian-fusion-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Giliberto's Mexican Taco Shop 10 - Mankato,0,0,N/A,"New Mexican Cuisine, Desserts, Tacos","625 Madison Ave, Mankato, MN 56001",44.17093,-93.9888,16052712013,https://www.yelp.com/biz/gilibertos-mexican-taco-shop-10-mankato-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
KFC,1.6,29,$,"Chicken Wings, Fast Food, Chicken Shop","1110 Madison Ave, Mankato, MN 56001",44.167247,-93.977805,15073873611,https://www.yelp.com/biz/kfc-mankato-3?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Potbelly Sandwich Shop,3.5,13,N/A,"Fast Food, Sandwiches, Salad","1859 Madison Ave, Mankato, MN 56001",44.16592293,-93.95046854,15073881860,https://www.yelp.com/biz/potbelly-sandwich-shop-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Perkins Restaurant & Bakery,2.2,28,$$,"Breakfast & Brunch, Bakeries, American","1790 Madison Ave, Mankato, MN 56001",44.16718925,-93.95681217,15073851595,https://www.yelp.com/biz/perkins-restaurant-and-bakery-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Chipotle Mexican Grill,2.4,37,$,"Mexican, Fast Food","1851 Madison Ave, Ste 100, Mankato, MN 56001",44.16620198,-93.95139876,15073851883,https://www.yelp.com/biz/chipotle-mexican-grill-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Mankato Playhouse,4,2,N/A,"Performing Arts, Dinner Theater","12 Civic Center Plz, Ste 1700, Mankato, MN 56001",44.164354,-94.005364,15073171245,https://www.yelp.com/biz/mankato-playhouse-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Alpine Bistro,4.7,3,N/A,"Coffee & Tea, Breakfast & Brunch, Sandwiches","530 N Riverfront Dr, Mankato, MN 56001",44.1720739,-93.9985668,15075142872,https://www.yelp.com/biz/alpine-bistro-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Mi Pueblo -  North Mankato,4.7,3,N/A,"Mexican, Bars","1754 Commerce Dr, North Mankato, MN 56003",44.17933194,-94.0378544,15077200276,https://www.yelp.com/biz/mi-pueblo-north-mankato-north-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Wendy's,2.1,24,$,"Burgers, Fast Food","1545 Madison Avenue, Mankato, MN 56001",44.166369,-93.965423,15076251888,https://www.yelp.com/biz/wendys-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Hardee's,2.8,12,$,"Burgers, Fast Food","1405 Madison Ave, Mankato, MN 56001",44.16658025,-93.97213522,15077200380,https://www.yelp.com/biz/hardees-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Dairy Queen Store,5,2,$,"Ice Cream & Frozen Yogurt, Fast Food, Burgers","25 Stoltzman Rd, Mankato, MN 56001",44.1591492,-94.0146637,15073886451,https://www.yelp.com/biz/dairy-queen-store-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
J's Sambusa,4.5,2,N/A,"Ethiopian, Somali, African","503 Belgrade Ave, North Mankato, MN 56003",44.169866,-94.01405,15077206333,https://www.yelp.com/biz/js-sambusa-north-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Culver's,3.5,15,$,"Fast Food, Burgers, Ice Cream & Frozen Yogurt","1680 Commerce Dr, North Mankato, MN 56003",44.17990673,-94.03350229,15073451680,https://www.yelp.com/biz/culvers-north-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Crisp & Green,4,1,N/A,"Salad, Juice Bars & Smoothies, Acai Bowls","1351 Madison Ave, Mankato, MN 56001",44.16615363,-93.97357,15073047272,https://www.yelp.com/biz/crisp-and-green-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Culver's,2,27,$$,"Burgers, Fast Food, Ice Cream & Frozen Yogurt","1856 Madison Ave, Mankato, MN 56001",44.16735,-93.95342,15073441554,https://www.yelp.com/biz/culvers-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Noodles and Company,5,1,N/A,"Salad, Noodles, Pasta Shops","1930 Adams St, Unit 3, Mankato, MN 56001",44.17077,-93.9470595,15077690600,https://www.yelp.com/biz/noodles-and-company-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Casey's,4,2,N/A,Pizza,"2001 N Riverfront Dr, Mankato, MN 56001",44.18666479,-93.98315485,15073877375,https://www.yelp.com/biz/caseys-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Cinco De Mayo,3.2,5,N/A,Mexican,"302 Stadium Rd, Mankato, MN 56001",44.14522619,-93.9887241,15077797220,https://www.yelp.com/biz/cinco-de-mayo-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
McDonald's,2.8,18,$,"Fast Food, Burgers, Coffee & Tea","150 W Lind Ct, Mankato, MN 56001",44.1900551,-94.01471168,15076257199,https://www.yelp.com/biz/mcdonalds-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Jimmy John's,2.5,15,$,"Sandwiches, Fast Food, Delis","511 Holly Ln, Ste. 130, Mankato, MN 56001",44.1662004,-93.9694694,15077797557,https://www.yelp.com/biz/jimmy-johns-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
JDs Hideaway,2,10,N/A,"Axe Throwing, Beer Bar, American","12 Civic Center Plz, Ste 1710, Mankato, MN 56001",44.1644124,-94.00560563,,https://www.yelp.com/biz/jds-hideaway-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Eagles Nest,4.4,8,N/A,Restaurants,"100 N 2nd St, Eagle Lake, MN 56024",44.16456,-93.8818,15072579996,https://www.yelp.com/biz/eagles-nest-eagle-lake?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Panda Express,1.9,45,$$,"Chinese, Fast Food","1810 Madison Ave, Mankato, MN 56001",44.1672512,-93.9560822,15073882308,https://www.yelp.com/biz/panda-express-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
QDOBA Mexican Eats,5,1,N/A,"Mexican, Fast Food","1633 Monks Ave, Ste 150, Mankato, MN 56001",44.1456929,-93.98868151,19522093982,https://www.yelp.com/biz/qdoba-mexican-eats-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Domino's Pizza,2.4,19,$,"Pizza, Chicken Wings, Sandwiches","300 Stadium Rd, Mankato, MN 56001",44.14518544,-93.98908262,15076257711,https://www.yelp.com/biz/dominos-pizza-mankato-3?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Pizza Hut,2.1,16,$,"Pizza, Chicken Wings, Fast Food","930 N Riverfront Dr, Mankato, MN 56001",44.17589839,-93.9951354,15073882973,https://www.yelp.com/biz/pizza-hut-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Taqueria Dona Tere,4,4,N/A,Mexican,"1850 Adams St, Mankato, MN 56001",44.172526,-93.952818,15077200143,https://www.yelp.com/biz/taqueria-dona-tere-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Burger King,1.6,22,$,"Burgers, Fast Food","1318 S Riverfront Dr, Mankato, MN 56001",44.16041243,-94.0182146,15073455516,https://www.yelp.com/biz/burger-king-mankato-4?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
McAlister's Deli,5,1,N/A,"Sandwiches, Caterers, Delis","1860 Adams St, Mankato, MN 56001",44.170753,-93.951425,15077773333,https://www.yelp.com/biz/mcalisters-deli-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Kato tacos,5,1,N/A,Mexican,"410 S Front St, Mankato, MN 56001",44.16446,-94.00586,15077797029,https://www.yelp.com/biz/kato-tacos-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
The Square Deal,4,1,N/A,"Sandwiches, Bars, Music Venues","521 S Front St, Mankato, MN 56001",44.16295,-94.00648,15076255090,https://www.yelp.com/biz/the-square-deal-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Arby's,2.6,5,$,"Fast Food, Sandwiches","520 S Riverfront Dr, Mankato, MN 56001",44.16402,-94.0087999,15073440002,https://www.yelp.com/biz/arbys-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
NY Pizza,5,1,N/A,Pizza,"1850 Adams St, Mankato, MN 56001",44.17257491,-93.95278468,15155095578,https://www.yelp.com/biz/ny-pizza-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Underground Bar & Grill,2.3,7,$$,"Bars, American","12 Civic Center Plz, Ste 1B, Mankato, MN 56001",44.16488,-94.00529,15073888000,https://www.yelp.com/biz/underground-bar-and-grill-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Westwood Marina Bar & Grill,2.2,28,$$,"Boating, Marinas, American","1400 Lake Washington Access Rd, on Lake Washington, Kasota, MN 56050",44.25195146,-93.88686554,15072439998,https://www.yelp.com/biz/westwood-marina-bar-and-grill-kasota?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Taco Bell,1.7,17,$,"Mexican, Fast Food","1819 Madison Avenue, Mankato, MN 56001",44.166718,-93.960899,15072290745,https://www.yelp.com/biz/taco-bell-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Arby's,5,1,$,Fast Food,"1855 E Madison Ave, Mankato, MN 56001",44.16640472,-93.95066833,15073850535,https://www.yelp.com/biz/arbys-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Hardee's,2,7,N/A,"Burgers, Fast Food","101 W Lind Ct, Mankato, MN 56001",44.18938815,-94.01296852,15077200288,https://www.yelp.com/biz/hardees-mankato-3?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
McDonald's,1.6,15,$,"Burgers, Fast Food, Coffee & Tea","1411 Madison Ave, Mankato, MN 56001",44.1665522,-93.9713674,15073453370,https://www.yelp.com/biz/mcdonalds-mankato-3?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Dairy Queen Store,2.1,12,$,"Fast Food, Ice Cream & Frozen Yogurt, Burgers","2001 Adams St, Suite 100, Mankato, MN 56001",44.170016,-93.945961,15076256732,https://www.yelp.com/biz/dairy-queen-store-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Asian Wok,1,1,N/A,"Asian Fusion, Noodles, Chinese","1850 Adams St, Mankato, MN 56001",44.172887,-93.953675,16513480244,https://www.yelp.com/biz/asian-wok-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Einstein Bros Bagel,1.8,4,$$,"Bagels, Sandwiches","1580 Madison Ave, Mankato, MN 56001",44.16731262,-93.96481323,,https://www.yelp.com/biz/einstein-bros-bagel-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Papa Murphy's,3,4,$,Pizza,"1776 East Madison Avenue, Mankato, MN 56001",44.1670564,-93.9571777,15076257444,https://www.yelp.com/biz/papa-murphys-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Jimmy John's,2.3,7,$,"Sandwiches, Fast Food, Delis","1600 Warren St, Ste 16, Mankato, MN 56001",44.14563,-93.99321,15073884999,https://www.yelp.com/biz/jimmy-johns-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Ichiddo Ramen,0,0,N/A,"Ramen, Bubble Tea, Noodles","1850 Adams St, Ste 608, Mankato, MN 56001",44.17261947,-93.95250737,15075949066,https://www.yelp.com/biz/ichiddo-ramen-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Eastern Buffet,1,1,N/A,Buffets,"1170 S Riverfront Dr, Mankato, MN 56001",44.16030966,-94.01492827,15076258889,https://www.yelp.com/biz/eastern-buffet-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Green Mill,2,1,N/A,"Salad, Pizza, Sandwiches","1850 Madison Ave, Ste 2, Mankato, MN 56001",44.1687151,-93.9535654,15078104180,https://www.yelp.com/biz/green-mill-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
University Dining Center,2,1,N/A,"Salad, Donuts, Sandwiches","760 Maywood Ave, Mankato, MN 56001",44.14886216,-94.00154173,15073892613,https://www.yelp.com/biz/university-dining-center-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Eagle Club 269,2.3,3,N/A,"Bars, New American","708 N Riverfront Dr, Mankato, MN 56001",44.17352,-93.99748,15076259701,https://www.yelp.com/biz/eagle-club-269-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Auntie Anne's,0,0,N/A,"Bakeries, Pretzels, Fast Food","1600 Warren St, Ste 3, Mankato, MN 56001",44.1461295,-93.993827,,https://www.yelp.com/biz/auntie-annes-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Great Wall Restaurant,0,0,N/A,Chinese,"1802 Commerce Dr, Mankato, MN 56003",44.1789629,-94.0391414,15076255109,https://www.yelp.com/biz/great-wall-restaurant-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Subway,2,1,$,"Sandwiches, Fast Food","1102 N River Dr, North Mankato, MN 56003",44.1813853,-94.00654551,15073867827,https://www.yelp.com/biz/subway-north-mankato-3?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
A&W Restaurant,2.5,6,N/A,"Burgers, Fast Food, Hot Dogs","1850 Adams St, Ste 536, Mankato, MN 56001",44.172251,-93.952962,15077797668,https://www.yelp.com/biz/a-and-w-mankato-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Tropical Sno Mankato,5,1,N/A,"Shaved Ice, Food Stands","1800 Madison Ave, Mankato, MN 56001",44.168794,-93.955373,15075192424,https://www.yelp.com/biz/tropical-sno-mankato-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Taco John's,2.5,6,N/A,"Mexican, Fast Food","2112 N Broad Ct, Mankato, MN 56001",44.15252,-94.0421,15073882836,https://www.yelp.com/biz/taco-johns-mankato-3?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Costanza’s Pizzeria,3.3,4,N/A,"Pizza, Salad, Pasta Shops","1600 Warren St, Ste 3, Mankato, MN 56001",44.14563,-93.99321,15073047010,https://www.yelp.com/biz/costanza-s-pizzeria-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Subway,1.3,8,$,"Sandwiches, Fast Food","10 Sibley Pkwy, Mankato, MN 56001",44.16198982,-94.01134213,15076257827,https://www.yelp.com/biz/subway-mankato-12?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Dunkin',0,0,N/A,"Donuts, Coffee & Tea, Sandwiches","620 S Riverfront Dr, Mankato, MN 56001",44.16276462,-94.0101572,15077200239,https://www.yelp.com/biz/dunkin-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Chipotle Mexican Grill,2,2,N/A,"Mexican, Fast Food","1725 Lor Ray Dr, North Mankato, MN 56003",44.17797245,-94.0340541,15075121689,https://www.yelp.com/biz/chipotle-mexican-grill-north-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Casey's,0,0,N/A,Pizza,"170 St Andrews Dr, Mankato, MN 56001",44.18036674,-93.96288825,15073874992,https://www.yelp.com/biz/caseys-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
McDonald's,1,9,$,"Fast Food, Burgers, Coffee & Tea","1921 Adams St, Mankato, MN 56001",44.1701289,-93.94725247,15076257559,https://www.yelp.com/biz/mcdonalds-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Taco Bell,3,2,N/A,"Fast Food, Mexican","145 St. Andrews Dr, Mankato, MN 56001",44.18072148,-93.96191629,15072250316,https://www.yelp.com/biz/taco-bell-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Erbert and Gerberts,0,0,N/A,"Soup, Sandwiches, Salad","1710 Commerce Dr, North Mankato, MN 56003",44.17924429,-94.03483763,15076252121,https://www.yelp.com/biz/erbert-and-gerberts-north-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
MrBeast Burger,1,1,N/A,"Food Delivery Services, Burgers","1600 Warren St, Ste 13, Mankato, MN 56001",44.14563,-93.99321,18772327898,https://www.yelp.com/biz/mrbeast-burger-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Little Caesars,1,1,$,"Pizza, Chicken Wings","1150 S Riverfront Dr, Mankato, MN 56001",44.16075007,-94.01462518,15073876000,https://www.yelp.com/biz/little-caesars-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
