Restaurant Name,Reviewer Name,Review Rating,Review Text,Review Date
India Palace,cauy,5 stars,"The food was the best I have had in a long time, made with love and care and the staff were fast and very friendly.",a week ago
India Palace,Corey Wondra,5 stars,"Beautiful, clean and felt very authentic. The Lamb curry I had was seasoned perfectly and tasted great. At first I thought the portion seemed small for the price point, but after I was finished I was stuffed. I would gladly come back again.",a year ago
India Palace,Tim Rob_______,2 stars,"We we re both disappointed in our meal. Wife's curry watery and,  the flavor almost tasted sweet!!! Not sure what to say about that. My meal tikki masala same thing disappointed. Not sure what to say india palace in burnsillle mn is where I first had tikki masala years ago. This was not close sorry 😐 …",2 months ago
India Palace,Francisco Tapia,5 stars,"The is always amazing and the service was great. If you're into authentic Indian food, make sure you visit this restaurant. It might be a tad bit on the pricey side or as they say in the Midwest ""spendy"" but it's well worth it. The Vindaloo …",3 months ago
India Palace,lambs,5 stars,This is our favorite restaurant in all of Mankato. The food is delicious and we can’t get enough. My boyfriend said he’d kill a man for the vegetable pakoras. It’s also a good place for people with food allergies.,3 months ago
India Palace,Jessica Stotz,5 stars,"Quiet afternoon (NYE), but very happy I stopped in for a lunch. Delicious fare, excellent and attentive service. The garlic naan was actually garlicky enough for my taste; that's a feat. I hope to return!",a year ago
India Palace,Courtney Warren,5 stars,Delicious authentic indian food! I had the chicken curry and it was fantastic. The staff was attentive and courteous. We will definitely be back!,2 months ago
India Palace,Lee Sue,5 stars,"The atmosphere is clean, warm, and inviting. The fragrant smells are amazing and appetizing. The service was attentive and friendly.  We ordered the Non-vegetarian Dinner for Two (Choice of Lamb or Chicken): 2 Veggie Samosas, Tandoori …",2 years ago
India Palace,Sarah Kaplan,5 stars,The food and service is amazing. We try new dishes every time we go and we’re never disappointed. It’s always so good!,4 months ago
India Palace,Beth DeGroote,5 stars,The food was so delicious. Didn't have to wait very long. Portions sizes are perfect. Great comfort food!,3 months ago
India Palace,Omar Taylor,5 stars,"Photos maybe don't do justice with how good the food was, but definitely the best North Indian food I've had to date, and that's after eating at Bawarchi, Persis, and Amaravati in the Des Moines metro area (all great places too). Chai was delicious as well and auntie was super nice 😌. Another blissful experience. …",3 years ago
India Palace,Angela K,5 stars,Some of the best food Ive ever had! And the owners are super nice people. One of my favorite restaurants in Mankato.,3 months ago
India Palace,Marcia Myers,5 stars,The food was delicous. I had the Josh chicken and Garlic Naan. Very good service. Would recommend to anyone to give it a try. I think try something else next time. Hard to decide. Everthing looks good on the menu.,a year ago
India Palace,karen josh,2 stars,Service was okay. One server was not being the best to us and she was being sarcastic and standing right over us when it was our turn to pay as if asking for a tip. Overall food kinda pricy and portions are not good.,3 weeks ago
India Palace,Do'n Me best,5 stars,Food was perfectly seasoned and spiced. I ordered the Mushroom Paneer masala Balti and was floored by the flavor.  Rice was perfect and flavorful. I have always ordered the mango Lassi in the past but now after having their Strawberry Lassi I may order that going forward.   Thank you for such a great lunch.,a year ago
India Palace,Leandro Agang,5 stars,Can't complain. The food is absolutely good. Portion is smaller than expected but the taste I'd absolutely awesome... Buttered naan is great as well as the mushroom Tikka masala...,6 years ago
India Palace,Yeej Muas,3 stars,"Love the view.

We were questioning if they would still let us dine in 30 minute before close …",2 years ago
India Palace,Nikki Morris,5 stars,Smells amazing!! I was greeted as I entered. I was doing my first takeout order and the family nearest the door was super excited to help me choose my supper. The host joked that they were doing his job. 🤣 Everyone was super friendly and hospitable! The food is PHENOMENAL!! Definitely going back! …,8 months ago
India Palace,Taryn Sims,5 stars,I love this place! My husband and I have eaten here many times this year. We’ve really been trying to support local restaurants during the pandemic. India Palace is our favorite place to stop when we’re in Mankato. …,4 years ago
India Palace,Jeanne D Andre,5 stars,The food was excellent and the place was lovely. It gets busy but the staff are great with customer service.,3 years ago
India Palace,Miss Smith,5 stars,"First time trying indian food and was blowm to bits. The staff was amazing, as soon as we walked in the smell hit my nostrils ans my stomach demanded food. We got the chicken curry spicey and garlic naan and chicken tikka. Amazing. Samosa's …",3 years ago
India Palace,Tiffany Adams,5 stars,"Okay, I was late to curry in my life. NOW I have tried a bunch of places, even in the cities and Seattle. This place has my favorite dish hands down. And it is ALWAYS the same, I keep the same order now every time because it's consistently awesome.",6 months ago
India Palace,Jeremy Zitzmann,5 stars,Ok this place is amazing!  The people were exceptionally friendly and the service superb. The spice is a little tuned down from some places but they offer three different levels of spice so everyone can enjoy. They also own the liqour store …,7 years ago
India Palace,TheywantmyDee,5 stars,Do you love yourself? Then get to India Palace. It was my first experience with this cuisine and I am hooked. I ate the paneer pakora dine in and took the chicken curry with garlic naan togo. It was the best meal I had in Mankato--and ate over a dozen places on my 7/2021 trip. Yummers. An added bonus is the BOH is hot!! 😂 …,3 years ago
India Palace,Danielle Costa,2 stars,"The food was very good, the service was  terrible. The host was welcoming and the guy who gave the food was nice too. However, the woman who was our server was very rude and unwelcoming from the beginning. …",8 months ago
India Palace,Aaron Heier,3 stars,"I recently visited India Palace for the first time to celebrate an event with my family, and ordered takeout.  Upon receiving the food, the flavors of most of the dishes were great, and seemed like authentic Indian fare.  However, the …",2 years ago
India Palace,Bruce Melby-rose,5 stars,There were no downsides it had good food fast service and and a peaceful atmosphere,a month ago
India Palace,Cuong Huynh,5 stars,I seriously always forget to take the picture before eat. But the garlic naan is really delicious so have it’s gone already. Meals are always really good here.,3 years ago
India Palace,Ishtpreet Singh,5 stars,"I wish I could click picture first but I was hungry, Anyways Food quality is pretty much similar like home food as I’m driving truck nationwide only few place offer you less spicy food now I found Indian Place. No need go to place you may order on Grub hub, Thank you very much WMK",a year ago
India Palace,Iain M,5 stars,"Very Nice!!
Great Food
Great Service and Very Helpful with Suggestions ❤️",3 weeks ago
India Palace,TJ HAWKINS,5 stars,"The ONLY complaint I have is this:
The food Is absolutely amazing and tastes so good it's hard to stop eating. You will most certainly leave with a belly full of amazing food and awesome service! …",8 months ago
India Palace,J T,5 stars,Excellent food.  We came for lunch and there was no wait.   Indoor and outdoor dining options.,5 months ago
India Palace,Ann Marie Gillett,5 stars,Amazing food and service. A gem for sure!,a week ago
India Palace,Sakchhyam R Sherchan,1 star,"Went there a few weeks ago. Forgot to put this review in. First thing I noticed, the host frowned as soon as she saw us come in. I was very confused, does she not like students coming in? I decided to wave it off. I was treating my friends …",a year ago
India Palace,Ruby LaPlante,5 stars,"I’ll get to the food in a minute …
I’m going to start out with the how incredibly clean this establishment is. This last time I tried to see if I could find something they missed and I failed. …",10 months ago
India Palace,ryzahn Mickens,1 star,Being that im from out of state only here working just looking for a decent restaurant with decent food but spending 30 bucks and one of my orders being curry shrimp only to get to my destination for me to have a tiny bowl full of curry …,7 months ago
Shawarmania Mediterranean Grill,Howie PRI 131,5 stars,"Ahmed and Shawarmania are THE BEST!

He’s very friendly, and is very patient if Middle Eastern/Mediterranean type …",5 days ago
Shawarmania Mediterranean Grill,Daphne Louise Geronimo,5 stars,We got the mixed platter that’s good for 2-3 people and it was AMAZING. Perfect portions of each entree they had. Staff were very sweet and nice too. Even gave us free treats to go. Will definitely come back!,3 weeks ago
Shawarmania Mediterranean Grill,Laura Smith Hill,5 stars,This family-run business is a real gem! The food is outstanding and made with pride and love.,a month ago
Shawarmania Mediterranean Grill,Vishnu Parthasarathy,5 stars,Truly amazing Chicken Shawarma! The owner Ahmed is passionate about food. Their sauces are homemade & as authentic as it gets!,2 months ago
Shawarmania Mediterranean Grill,Ray Aune,5 stars,When my wife and I went on our 'honeymoon' in 2023 my wife's friend made a point of taking us to her favorite Lebanese deli. …,a week ago
Shawarmania Mediterranean Grill,Aamod Dekhne,5 stars,Shawarmania has been an absolutely excellent find in Mankato! I visit on business regularly and always get takeout from here. The food is exceptional and the service even more so. …,2 months ago
Shawarmania Mediterranean Grill,RhodaPagoda,5 stars,"It was everything I wanted and more. I had a strong craving for stuffed grape leaves, and this place did not disappoint.
The hummus was amazing, the Greek salad was very fresh, service was fantastic, and they even sell certain spices and ingredients in store as well!",4 months ago
Shawarmania Mediterranean Grill,Alexander Hennek,4 stars,First time trying Mediterranean and let me say I was not disappointed. Freshly homemade food that will leave you bursting at the seams. Great customer service they even went out of their way and time to explain certain dishes and desserts. Definitely a lil hidden gem on campus.,3 years ago
Shawarmania Mediterranean Grill,Heather Anderson,5 stars,Great service fresh and not under any heat lamps. I had a appetizer platter and for the main dish the best greek gyro i have had in a long time. The pita was slightly crisp and the cucumber sauce was fresh and amazing...,3 years ago
Shawarmania Mediterranean Grill,Jaxon Stangler,5 stars,"I’ve never really tried Mediterranean food and this was amazing! Service was superb, extremely friendly and helpful. If you’re thinking about trying something new definitely give it a go.",4 months ago
Shawarmania Mediterranean Grill,Rafael Cano,5 stars,"Absolutely delicious, writing this review in-between bites but it had to be done, 10/10 will be back to try the rest of the menu",3 days ago
Shawarmania Mediterranean Grill,Mr k (Ed),5 stars,Amazing food. Just got the opportunity to try it today there mix grill was really good. And I love the chicken shawarma plate. Will have good falafel.,3 years ago
Shawarmania Mediterranean Grill,AM CISO,5 stars,Delicious mouth-watering food!  I've been wanting to go to this place for a while now and finally took some time the other night to try it out. …,a year ago
Shawarmania Mediterranean Grill,Amelia Labuszewski,5 stars,"I can’t tell you how much I love the food and culture of this region of the world (Mediterranean, southern Levant, Middle East). The food, the music, everything is amazing!!! This restaurant is so precious here in rural minnesota! I …",a year ago
Shawarmania Mediterranean Grill,Don Fuller,3 stars,"I want to rate this a 3.5. The staff was nice, the place is simple,  wasn't crowded, and the food presentation was very good. The gyro meat was a bit dry and the shwarmania sandwich was also dry. Ill try them again because, schwarma.",3 years ago
Shawarmania Mediterranean Grill,Eat Shmoogle,5 stars,I am in love. My new favorite restaurant.  My only regret is that I can't eat more in one sitting. …,3 years ago
Shawarmania Mediterranean Grill,Jonathan Norris,5 stars,"Hidden gem of Mankato!  This town doesn’t have much to offer in terms of good food but this was an exception!  We got the mixed meat plate and the lamb is perfect.  Great fries, great cucumber yogurt, great tzaziki, chicken was dry but still ok with sauce.  Great service too and amazing prices (Compared to big cities)!!!",2 years ago
Shawarmania Mediterranean Grill,Tom Kelly,5 stars,"Wonderful experience. Good, atmosphere, staff. Our granddaughter loves Middle East cuisine and we picked restaurant from web. It was ideal. Highly recommend.",a year ago
Shawarmania Mediterranean Grill,Suzette Johnson,5 stars,"The best middle eastern food I’ve ever had here in the US! I’ve been craving for some arabic food  for awhile now, thank goodness I found this restaurant in Mankato Minnesota. It brings back memories when I lived in Dubai UAE. I’m so …",3 years ago
Shawarmania Mediterranean Grill,Jessica Baraga,5 stars,"Amazing food. Super flavorful, great service. I've rarely had food this flavorful. I nearly cried. TV speakers are blown out and the noise isn't great but the food is amazing.",a year ago
Shawarmania Mediterranean Grill,Riley K,4 stars,Great food at a great price. Best to call in your order in advanced but if you don't it's still worth the wait. Helpful staff when you don't know what you want. …,8 months ago
Shawarmania Mediterranean Grill,John Bungum II,3 stars,The fries were good but the Shawarma - not so much.  I was very excited to eat here but my wrap had almost no sauce and the chicken was quite dry.  I'll give them another try because I've heard great reviews.  Maybe it was an off day for them,2 years ago
Shawarmania Mediterranean Grill,Tammy Abdelqader,5 stars,"Ate falafel sandwiches and hummus at the deli. Inexpensive, filling, and delicious. Clean place. Kind people. We picked up a few groceries too!",4 months ago
Shawarmania Mediterranean Grill,Josh Beyer,5 stars,"Absolutely delicious kebabs, hummus, and tzatziki sauce. Will definitely be coming back next time I'm in Mankato.",2 months ago
Shawarmania Mediterranean Grill,Kendra Trump,5 stars,Wow so delicious and the staff were very friendly even when we mistakenly stayed after they closed! Will definitely come back.,a year ago
Shawarmania Mediterranean Grill,Caesar Callaway,5 stars,I'm not a vegetarian but if you need a good vegetarian option their Falafel is amazing. their meat selection is top high and is almost too much to eat in one sitting but that's not a bad thing.,6 months ago
Shawarmania Mediterranean Grill,Jim Lee,5 stars,mm really delicious and kind no wonder why this restraunt has 5 star reviews,a year ago
Shawarmania Mediterranean Grill,Marcus Corbin,5 stars,Schwarma Chicken Sandwich is a household favorite. Fry seasoning and cook on fries are amazing! Service is always very friendly when we eat in store. You can also easily order with doordash as well.,2 years ago
Shawarmania Mediterranean Grill,MzRhia1984,5 stars,Good food and excellent staff! The portions are pretty big!,3 years ago
Shawarmania Mediterranean Grill,Glenn Fishbine,4 stars,Very good place for middle eastern cuisine.  Good portion. Good prices.  We weren't sure what to expect so we ordered samplers of everything.  The only so-so was the falafel. Over cooked.  Everything else was amazing.  Slight skimping on …,a year ago
Shawarmania Mediterranean Grill,Emily Lindquist,5 stars,Delicious - The kindest staff and the Chicken Kebab is seasoned perfectly. So fresh,2 months ago
Shawarmania Mediterranean Grill,Sophia Sires,5 stars,"It’s not the prettiest place but the food is delicious and authentic , and service is impeccable, and the people people were welcoming and genuinely nice.",a year ago
Shawarmania Mediterranean Grill,Qutaiba Aljanabi,5 stars,It’s really good the food is very delicious 😋 and the service was great 👍 and they are very friendly and kind. …,5 years ago
Shawarmania Mediterranean Grill,J B,5 stars,"Delicious food at reasonable prices. The gyros and chicken shawarmas are what we usually get. If you are looking for a great way to end your meal that is not overly sweet, definitely try out the Baklava. The owner Ahmed and his staff are …",11 months ago
Shawarmania Mediterranean Grill,Barbara Featherly,5 stars,Service was great and efficient even though we arrived right at opening they had everything ready for lunch menu. Food was great and they were able to accommodate my dining companions vegan diet as well.,2 years ago
Shawarmania Mediterranean Grill,A. G.,5 stars,"Generous portions and great authentic food. The garlic sauce is super good as is the house salad dressing. Loved the ""S"" in the rice.",3 years ago
Shawarmania Mediterranean Grill,Elias Blanco,5 stars,"Great food! Make sure you go with a big appetite! Very generous with food portions.First time in Makato, first time eating at a Mediterranean restaurant, would definitely recommend and come again.",3 years ago
Shawarmania Mediterranean Grill,Dustin Marson,4 stars,"I got the gyro pita wrap and an order of pitas and hummus. The hummus was top notch, everything else just missing a little something I’ve enjoyed from other gyro places so it wasn’t the best I’ve had, but definitely really good",10 months ago
Shawarmania Mediterranean Grill,Brittany Schultz,5 stars,Great food with very fresh ingredients. Will definitely be back!,4 months ago
Shawarmania Mediterranean Grill,Minnesota Man,5 stars,"YOU NEED TO GO HERE! Small, inconspicuous shop, but it's the best food I've had in a long time! I had the lamb Tikka, and beef kabobs, with salad and fries. I have NEVER had meat with so much flavor at any restaurant! Amazing! The fries …",a year ago
Shawarmania Mediterranean Grill,Nicole Charron,5 stars,"Friendly people, warm atmosphere, fantastic food and great prices. Definitely a do again place",6 months ago
Shawarmania Mediterranean Grill,Shefo M,5 stars,"Great food, nice portions, good people",a year ago
Shawarmania Mediterranean Grill,Molly Kern,5 stars,"We ordered a large take out order tonight- holy moly absolutely delicious! The portions were huge, we have leftovers which is not bad. The food was well seasoned, and super fresh.",a year ago
Shawarmania Mediterranean Grill,Gayle Elston,5 stars,Super friendly service and the food was so tasty!! Very generous portions and the meat was so tender and flavorful.,5 years ago
Shawarmania Mediterranean Grill,Jeffrey Feld,5 stars,Small restaurant combined with a grocery store. They have a good variety of choices at great prices. You've got to try the Turkish coffee!,a year ago
Shawarmania Mediterranean Grill,Fair Critic,5 stars,"These folks do gyros & schwarmas , like no one else I have experienced in this country to date. The fries are really tasty. Everything is fresh as can be. Welcome to the  best kept secret in Mankato",a year ago
Shawarmania Mediterranean Grill,Seth Reiman,5 stars,"I have been coming here frequently since they opened just a few years ago.
The food is always amazing, the service is friendly.  There are a few regular employees who always greet me with a smile, including the owner Ahmad. …",2 years ago
Shawarmania Mediterranean Grill,Marina Vasquez,5 stars,"First time going and we loved it, the stuff is super friendly and nice. The food was delicious for sure I'm going back.
Also like the they have stuff like a mini market and I got a few things from there too.",a year ago
Shawarmania Mediterranean Grill,Aaron Heier,5 stars,"I recently tried Shawarmania for the first time to provide dinner at a small family event.  The takeout experience with them was excellent, as they allowed me to take out my large prepaid order upon arrival to the restaurant, even though …",2 years ago
Shawarmania Mediterranean Grill,Tod S,5 stars,"I usually don't review unless I had a really good experience or a horrible one (very rare). My first time eating here and my phone in order was ready quickly, food was hot and very good. The amount of food for the price was great. I paid 17 …",3 years ago
Tav On The Ave,The Earth Stars,3 stars,"Overall, our experience was ok. The service was good and the atmosphere was fun. …",3 months ago
Tav On The Ave,Kristin D,5 stars,"We really enjoyed our lunch here.  Service was awesome, the cheese curds almost perfect, the shrimp appetizer was tasty, we loved the hot sauce.  I had the pulled pork and I thought it was very good.   I think the whole family was happy …",6 months ago
Tav On The Ave,Dana Nygaard,5 stars,"My husband was annoyed that we were going to eat at ""just another hole in the wall bar,"" but he was so very wrong. Tav on the Ave is most certainly not a dive bar. …",3 months ago
Tav On The Ave,daniel mayhew,4 stars,We played cards while waiting for our food which just matches the whole atmosphere of the place. It can double as either a romantic place or a sports place. The appetizers were the best part but the burger and fries for me and my wife were …,a week ago
Tav On The Ave,Jackie Arredondo,3 stars,"Good service and good food. I would definitely go back. We had the cheese curds, burgers, and roast beef sandwich. My husband wished the meat was shredded more but said all in all it was good. Loved the chips-good stuff. Our server was super nice and attentive but not bothersome.",a year ago
Tav On The Ave,Alex Belisle,4 stars,"It was good. I was seated quickly, ordered and food was brought out not too soon after as well. Got a burger with waffle fries and it was good, the waffle fries were a little sad as it wasn't a whole lot and it seemed like I was served all …",4 months ago
Tav On The Ave,Sue Neufeld,5 stars,"This is consistently a quality, delicious and comfortable place for lunch! Great Burrito Bowl and Lettuce Wraps entrees. The Servers, although very busy, are friendly, efficient and helpful.",a month ago
Tav On The Ave,Lisa Carmichael,5 stars,Nice restaurant in Mankato. Have visited several times. No waiting today. This is a great spot to watch sports. Lots of screens. Great atmosphere. Friendly service. Our food was prepared quick. Enjoyed a buffalo chicken wrap with coleslaw. Yum!,a year ago
Tav On The Ave,Michael Bolz,5 stars,"My wife and I finally stopped in here looking for a casual lunchtime date together, and Tav on the Ave delivered.  No frills classic pub fare done right— along with a few surprises on the menu, like a bahn mi style wrap with pulled pork, …",9 months ago
Tav On The Ave,Jeremy Graff,4 stars,"My first and only(so far) visit to this restaurant was not disappointing. I had the fish tacos, pan seared. It was my first ever fish taco experience. It was good, but I learned that I'm more of a carne asada guy. There was seven of us at …",4 months ago
Tav On The Ave,Kendra Dawn,4 stars,"We stopped for a late lunch/early supper on Saturday afternoon
Our server, Julia, was a delight.
Friendly and attentive without hovering …",a year ago
Tav On The Ave,Andrew Pietsch,4 stars,You have to get the Super Fries with bacon! Great drinks. My wide loves the Blue Whale and Rubber Ducky! Great outdoor patio when the weather is nice. Friendly staff.,a year ago
Tav On The Ave,Isaiah,5 stars,Very friendly and lively atmosphere! Will come back again for sure!,4 months ago
Tav On The Ave,Sue Jones,4 stars,Sportsbar atmosphere.  Burger was good but slightly overdone. Waffle fries and seasoned sour cream were really good.  Our server was friendly and took good care of our party.,a year ago
Tav On The Ave,Cynthia Nurss,5 stars,My shrimp tacos were sooooo delicious! Twenty five of us met there for our grandson's dinner before his wedding the next day! The room was big and music not so loud that we couldn't hear each other.,6 months ago
Tav On The Ave,Amber Pietan,5 stars,"Had a great birthday lunch at The Tav on the Ave. It is locally owned and they have so much good food, it is hard to choose off the menu. Great burgers, fish tacos, and sandwiches! Be sure to stop by if you're in town for an event. You …",3 years ago
Tav On The Ave,Brittany Lendt,5 stars,Our family loves coming here on Sundays when kids eat free. Can't go wrong with splitting a plate of super fries with their homemade ranch & I love the alfredo & chicken ceaser wrap! Wings are good too.,6 months ago
Tav On The Ave,Joe,5 stars,"wow, this place is excellent. the drinks are a very generous size and actually contain alcohol! (unlike most chain restaurants where you get more ice than drink). our server was excellent and never left us feeling unattended. i got the …",4 years ago
Tav On The Ave,Jeffrey Schermanm,1 star,"Was kicked out from our table because the the owner wanted it. Food was way over cooked. 100$ table, and they pushed us out the door.",4 months ago
Tav On The Ave,Master Giff,5 stars,Went here for a wedding pre party reception. Food and drink were great. Loved the patio put back drinks afterwards.,4 months ago
Tav On The Ave,William Toulouse,4 stars,Very good food. The pastrami is great. We always get the waffle fries. Very good. Service can be a little slow. Food is great.,5 years ago
Tav On The Ave,Shelley Martini,5 stars,One of Mankatos best restaurants.  The owners are always in house and on top of great atmosphere and fabulous customer service!,4 months ago
Tav On The Ave,Karla Rue,4 stars,"Great service, good food!  I especially enjoyed a of the different food options that there were!  Mexican, italian, American, whatever you're in the mood for!  Bathrooms were clean, lots of TVs, and friendly atmosphere!",5 years ago
Tav On The Ave,Heidi B.,5 stars,Love this place!! Make sure we go there whenever we are back in Minnesota visiting. The Dagwood is soooo good!!,9 months ago
Tav On The Ave,Jennifer Hodge,5 stars,This is a lively place! There was a 30 minute wait for a table on a Thursday night at 7:15. We opted to sit at the bar and were able to order right away. Everyone was happy with the food. I ordered the bacon cheeseburger with waffle fries …,a year ago
Tav On The Ave,Jeffrey Bodensteiner,5 stars,"I had the Morning After Burger with plain ranch (instead of buffalo ranch) and no onion rings and subbed their ""famous waffle fries"" instead of chips. The food was excellent and I'll definitely return the next time I'm in Mankato.",4 years ago
Tav On The Ave,Ted Hatch,5 stars,"Not sure why I / we waited to try this place but I'm thinking this is one of Mankato s  ( hidden places ) that's ppl really should eat
There needs to be more places like this",a month ago
Tav On The Ave,Charlie Sorenson,3 stars,"Portion sizes were a lot smaller than usual. The Cubans was mostly bread, there was 2” of bread left with nothing except a pickle.  I’ve ordered the same wrap a number of times and it is different every time. This time, it was one piece of …",8 months ago
Tav On The Ave,Claude Wright,5 stars,"5 star experience here with some of the best wings I've ever had.
Our large party was seated promptly.  Service was excellent and the food was delicious.  I'll definitely consider Tav when I come back to Mankato",10 months ago
Tav On The Ave,Tyler Mielke,5 stars,The new shredded nachos are excellent!! Also great service at the bar. Isaac does a great job !,2 years ago
Tav On The Ave,Nate Swanson,5 stars,"Awesome place to go eat, wings where incredible. Also they use real washrags I'm the bathroom it's a nice little touch and will definitely be coming back",2 years ago
Tav On The Ave,Stetsie K,2 stars,"Today was my first time here. Was not super impressed with the fish tacos, and my mother in-law had the chicken, spinach, tortellini soup, which had no tortellini in it whatsoever. Was a disappointment to her. Willing to give this place another chance as the service was good and atmosphere is nice.",a year ago
Tav On The Ave,Jordan Ausen,5 stars,"Amazing place to go out to eat, but can get busy so I suggest making a reservation, which is what I did and it worked out great!! They have the best food and everything was delicious! Fun vibe in there and friendly staff! Whenever I have friends and family come to town this is the place I take them out to eat at!",a year ago
Tav On The Ave,Davidl Pillazki,5 stars,First time here and loved it. Our waitress rocked and id reccomend the Ahi tuna poke  bowl to anyone who likes tuna and coconut rice.,5 years ago
Tav On The Ave,thelostboy2001,3 stars,"Pricy, advertised the best wings in Minnesota, and calls them ""JUMBO"" both not even close to the truth. The patio was nice and the wait staff were top notch.",3 years ago
Tav On The Ave,T J,5 stars,A must stop if passing through Mankato. Their double baked wings are a local secret. …,5 years ago
Tav On The Ave,Jam Quatch,5 stars,"I really like the place.

Pros: …",a year ago
Tav On The Ave,Stephanie Risland-Whiting,5 stars,"Visited on Thursday evening for dinner. They had immediate seating available for a family of 6. The service was prompt and precise, Ana was polite and knew the menu well enough to make excellent recommendations. The food was delicious and …",a year ago
Tav On The Ave,Matt Evjen,1 star,"Toast for club sandwich was hard as rock, server never stopped back to refill, plus over charged , Never again",3 weeks ago
Tav On The Ave,Jacob Christenson,5 stars,"Such a good experience. Heather is the absolute best, I've never experienced better service. Try the fish tacos and the fresh squeezed margarita!! Best wings in town.",11 months ago
Tav On The Ave,John Swanson,4 stars,Nice place. Great service. Good tasting food.,a year ago
Tav On The Ave,Austin Jensen,5 stars,"Quick and friendly service.  Food was great.  I highly recommend the Tequila Lime Fish Tacos.  They tasted great and had just the right amount of spice.  Not too hot, pretty much perfect.  The place had really good atmosphere as well. …",2 years ago
Tav On The Ave,Dawn Krueger,5 stars,"We recently stopped at the Tav for Happy Hour.  Our server was Erica and she was an absolute delight!  Erica served us with a huge, genuine smile and was very upbeat.  We commented on her friendliness and her response was that she loved her job.  What a breath of fresh air!!  Kudos to you, Erica!!",a year ago
Tav On The Ave,Theo Helms,5 stars,Grilled BBQ bacon chicken sandwich is so good! Waffle fries with seasoned sour cream are a must...,3 years ago
Tav On The Ave,Jasmine Harper,5 stars,Delicious food with a fun atmosphere.  Love the backside patio!,3 years ago
Tav On The Ave,Sadie Ferraro,3 stars,The service is usually meh. This most recent visit our server was definitely overloaded with tables. Which is unfair to her and her tables. I was brought the wrong meal but it was promptly corrected,7 months ago
Tav On The Ave,Jeff Gronholz,4 stars,Great service on the patio! She even brought a water bowl for my dog. So thoughtful.,6 months ago
Tav On The Ave,Crystal Watts,5 stars,Started with a Blackberry Mojito. It was beautiful and so good! Perfect sweetness and very refreshing …,a year ago
Tav On The Ave,Tyller Freerksen,3 stars,"Make sure you count your wings I ordered 12 only get 10, fries came cold. They did remake the fries and give me the 2 wings but like come on is it that hard to count to 12.",10 months ago
Tav On The Ave,Elijah Hill (CherryColaLover),4 stars,"Very good with nice service and fun interior and feel. Little on the pricey side, is everything worth that much money, no not really. Still fun to go to at least once, the sandwich was very good and the other peoples I was dining with …",a year ago
Ummie's,Carla Stene,5 stars,"Great food, great service.  Comfortable atmosphere.",3 months ago
Ummie's,Maggie Rosier-DeGrood,5 stars,"We had a staff holiday party here and their team was great with communication and had the space ready to go for us. Very welcoming every time we are here and the food was, as usual, tasty. Thanks again!",a month ago
Ummie's,Paul Kloeckner,5 stars,This is my favorite place to eat before going to a Maverick Hockey game or anything at the Civic Center.  The wait staff is always super friendly and is Johnny on the spot with getting refills. The food comes out fast and hot.  I recommend the pretzel with beer cheese for an appetizer and a sticky burger for your meal.,4 months ago
Ummie's,Amelie LaPlume,5 stars,We got a philly and a burger and both were delicious. You can tell they make their ranch in house because it's FIRE!!! Very good service as well.,a month ago
Ummie's,Christina Pio,5 stars,Ummies has become one of our favorite places. The Ummies Tea is my absolute favorite drink. The food has always been very good & the service never disappoints. Highly recommend.,2 months ago
Ummie's,Dj Patterson,4 stars,Nice stop for lunch. Grabbed the Morning Burger and was pleased the egg was cooked over-easy rather than just a plain jane fried egg. …,3 months ago
Ummie's,Lanni Erwin,5 stars,"Stopped in with my twin boys for lunch today and was very pleased with the service and the food was spot on probably some of the best cheese curds around and the burgers were very good as well, would definitely recommend it and would definitely go back. Thank you.",4 months ago
Ummie's,Stephen McLane,5 stars,"Nice bar and grill. Food was good, service was a little slow. They were doing bingo and could of used another server.",a month ago
Ummie's,You Betcha Bites (Brandon Jackson),5 stars,"“Well are you feeling like a pizza or a burger?”

“How about both?” 🤔 …",2 years ago
Ummie's,Christian artiga,4 stars,Definitely a place to check out if you want good bar food. Great selection of beer and liquor. I order the boneless wings with the spicy Buffalo which is a dry rub. It is salty and a bit spicy style rub. The burger was your standard burger …,2 years ago
Ummie's,Finneus “Finneus” 1775,4 stars,Ummies Bar & Grill has some great food. I had a black and blue burger with their in house potato chips it was very good and very well done. I also had a side of wings (traditional) a great meal. They are on the more expensive side for me …,5 years ago
Ummie's,Mona Dornbusch,5 stars,The food was exceptional!! The waitress was great. If I'm in the area and have the time I will go back!!,3 months ago
Ummie's,Theo Helms,5 stars,Very good food! Came out fast and burgers were delicious. Also got the Rueben balls app which was good,a year ago
Ummie's,Kcarie Sing,5 stars,"Love Ummies! They always have the best local brews on tap, and they are COLD! Pretzel sticks are my go to! Servers and bar staff are the BEST!",a year ago
Ummie's,Charles Derrig,5 stars,First time checking this place out. Was very happy with the service and quality of food. Highly recommend 👍 …,a year ago
Ummie's,douglas gerdes,5 stars,"Stopped in for a late night snack after Mavs' hockey! Staff was amazing, especially our waitress Rachel! Good was SO good, solid a pizza and nachos and had so much left to take home!",2 years ago
Ummie's,Dan Mikkelson,4 stars,"Great food and service! It was very busy because they had bar bingo going on and pretty much got the last table in the place, but the food came pretty quick and was delicious. I ordered a taco salad for my wife to take home to her and was …",a year ago
